code,mcap
002670,233.18
002671,22.86
002672,41.89
002673,305.27
002674,73.56
002675,106.37
002676,37.73
002677,43.93
002678,69.95
002679,25.16
002681,83.99
002682,28.57
002683,231.46
002685,55.83
002686,37.94
002687,32.1
002688,43.71
002690,143.45
002692,30.88
002693,37.74
002695,60.16
002696,22.09
002697,63.78
002698,125.37
002700,26.55
002701,124.15
002702,29.29
002703,136.89
002705,91.66
002706,106.36
002707,54.93
002708,68.97
002709,757.33
002712,25.74
002713,91.33
002714,2406.18
002715,19.93
002716,328.89
002718,109.69
002721,81.38
002722,28.98
002723,25.39
002724,53.46
002725,29.39
002727,65.88
002728,46.56
002729,25.29
002730,86.75
002732,22.15
002733,71.27
002734,77.09
002735,44.2
002736,1052.85
002737,75.8
002738,389.71
002739,176.97
002741,118.18
002742,42.69
002743,21.24
002745,172.91
002746,55.25
002747,304.76
002748,29.47
002749,48.64
002752,59.2
002753,28.72
002755,109.89
002756,251.22
002757,46.95
002758,47.26
002760,20.27
002761,97.91
002762,33.46
002763,31.28
002765,46.17
002766,36.11
002767,27.57
002768,283.66
002769,26.73
002771,27.69
002772,44.48
002773,191.73
002774,55.15
002775,24.21
002777,52.17
002778,19.92
002779,137.14
002780,22.62
002782,74.92
002783,40.2
002785,80.61
002786,39.75
002787,71.37
002788,43.16
002790,25.78
002791,54.0
002792,162.02
002793,55.03
002795,32.2
002796,74.95
002797,274.84
002798,34.6
002799,22.18
002800,23.16
002801,62.28
002802,22.26
002803,85.91
002805,52.65
002806,30.55
002807,109.38
002809,21.82
002810,75.27
002811,40.81
002812,534.62
002813,25.2
002815,181.3
002817,20.34
002818,80.46
002819,63.52
002820,20.43
002821,594.88
002823,42.71
002824,81.31
002825,31.29
002826,32.8
002827,162.6
002828,25.42
002829,41.56
002830,26.66
002831,340.12
002832,139.65
002833,80.58
002835,27.83
002836,22.69
002837,823.49
002838,119.36
002839,104.37
002840,66.18
002841,327.43
002842,131.29
002843,40.76
002845,43.73
002846,45.19
002847,122.72
002848,22.93
002849,41.32
002850,507.67
002851,736.82
002852,30.3
002853,41.47
002855,36.08
002857,25.29
002858,21.99
002859,297.36
002860,56.52
002861,29.99
002862,23.93
002863,28.6
002864,30.65
002865,126.28
002866,43.14
002867,121.79
002868,34.05
002869,28.61
002870,76.21
002871,42.84
002873,21.26
