code,mcap
603328,109.43
603329,26.11
603330,47.68
603331,25.68
603332,25.64
603333,76.68
603334,46.78
603335,28.81
603336,58.13
603337,180.03
603338,290.39
603339,45.36
603341,192.57
603344,46.57
603345,258.37
603348,44.94
603350,33.19
603351,35.31
603352,58.53
603353,55.69
603355,160.49
603356,22.71
603357,34.02
603358,212.32
603360,97.81
603363,81.93
603365,45.75
603366,60.0
603367,67.23
603368,63.24
603369,354.96
603370,56.81
603373,64.2
603375,38.05
603376,103.08
603379,369.03
603380,55.19
603381,36.09
603382,35.72
603383,60.42
603385,21.81
603386,46.21
603387,47.32
603389,112.46
603390,35.37
603391,64.48
603392,384.0
603393,111.02
603395,80.6
603396,44.19
603399,78.38
603400,57.5
603402,69.14
603406,121.4
603407,235.75
603408,52.1
603409,34.42
603416,73.59
603418,85.66
603421,38.94
603435,240.19
603439,49.15
603444,279.58
603456,137.11
603458,27.73
603459,650.79
603466,66.32
603468,98.19
603477,79.49
603486,307.19
603488,24.06
603489,64.9
603496,75.44
603499,51.81
603500,31.98
603501,1031.32
603505,136.86
603506,21.84
603507,56.87
603508,82.2
603511,51.91
603515,120.55
603516,185.06
603518,27.9
603519,45.91
603520,39.68
603527,31.92
603528,44.97
603529,185.47
603530,207.59
603533,90.15
603535,32.95
603536,23.33
603538,92.8
603551,36.43
603556,120.06
603558,41.05
603559,38.44
603565,276.16
603566,35.75
603567,54.72
603568,304.4
603569,35.73
603577,35.13
603578,30.76
603579,35.81
603580,109.02
603583,95.98
603585,29.11
603586,26.51
603587,58.28
603588,236.1
603589,114.66
603590,48.9
603596,251.34
603598,45.63
603599,95.03
603600,33.04
603601,103.38
603602,26.92
603605,242.93
603606,283.24
603607,39.92
603608,83.73
603609,59.03
603610,51.5
603611,42.38
603612,87.52
603613,133.08
603615,46.19
603616,22.03
603617,26.7
603618,248.34
603619,111.38
603626,107.04
603628,27.1
603629,439.89
603630,32.11
603633,28.08
603636,40.39
603637,37.23
603638,165.48
603639,38.57
603648,34.03
603650,384.18
603655,33.72
603656,32.14
603657,32.55
603658,188.97
603659,510.74
603660,61.66
603661,42.93
603662,141.76
603663,257.31
603665,33.14
603666,55.04
603667,194.49
603668,53.16
603669,39.11
603676,40.17
603677,26.66
603678,224.09
603679,42.86
603680,80.96
603681,43.58
603682,55.57
603683,49.4
603685,60.78
603686,53.96
603687,87.46
603688,279.02
603689,40.7
603690,95.82
603693,100.02
603696,33.42
603697,40.89
603698,117.22
603699,393.07
603700,23.04
603701,50.36
603703,42.45
603706,34.07
603707,126.18
603708,60.13
603709,19.75
603711,50.16
603712,88.47
603713,112.28
603716,38.57
603717,19.21
603719,38.72
603721,22.57
603722,29.39
603725,32.92
603726,44.76
603727,52.17
603728,201.36
603730,232.48
603733,178.9
603737,226.66
603738,155.2
603739,32.54
603755,23.14
603757,121.78
603758,50.46
603759,35.32
603766,302.28
603767,43.76
603768,27.7
603773,212.95
603776,56.63
603777,46.32
603778,68.38
603779,27.3
603786,156.01
603787,23.47
603788,30.58
603790,45.14
603797,27.45
603798,35.16
603799,757.22
603800,128.19
603801,28.32
603803,47.84
603806,397.31
603808,32.08
603809,82.46
603810,20.59
603811,33.54
603813,30.7
603815,34.16
603816,225.69
603817,33.12
603818,27.05
603819,30.7
603823,275.3
603826,138.33
603829,29.32
603833,198.68
603836,26.36
603839,26.55
603848,55.37
603855,55.32
603856,32.41
603858,159.98
603859,99.74
603860,17.82
603861,62.92
603863,26.56
603866,69.59
603867,65.35
603868,134.91
603871,187.55
603876,219.03
603877,59.21
603878,28.9
603879,18.94
603880,27.98
603881,216.63
603882,127.03
603883,100.02
603885,228.83
603886,30.31
603887,57.31
603888,120.54
603889,57.71
603890,91.41
603893,748.54
603895,28.61
603896,29.44
603897,64.7
603898,33.9
603899,211.73
603900,26.92
603901,54.44
603903,35.62
603906,154.98
603908,18.15
603909,25.39
603912,48.27
603915,89.7
603916,49.89
603917,26.64
603918,41.88
603919,85.32
603920,271.52
603926,37.88
603927,117.59
603928,41.91
603929,351.36
603931,71.58
603933,39.54
603936,117.0
603937,24.54
603938,177.58
603939,277.4
603948,32.73
603949,29.38
603950,193.99
603955,28.16
603956,34.42
603958,47.73
603960,41.69
603966,41.42
603967,40.66
603968,22.1
603969,67.2
603970,30.7
603976,50.04
603977,72.81
603978,40.15
603979,509.76
603980,48.06
603982,22.93
603983,112.08
603985,73.54
603986,2784.66
603987,33.28
603988,47.89
603989,114.05
603990,66.88
603991,205.09
603992,94.41
603993,4174.03
603995,91.56
603997,145.67
603998,46.1
603999,32.66
605001,22.59
605003,25.56
605005,64.2
605006,101.57
605007,71.84
605008,82.68
605009,54.84
605011,67.06
605016,90.26
605018,56.08
605020,175.47
605028,39.17
605033,27.45
605050,51.01
605055,42.9
605056,57.07
605058,39.05
605060,101.79
605066,36.07
605068,28.73
605069,22.46
605077,33.75
605080,32.27
605086,47.06
605088,41.03
605089,28.29
605090,248.72
605098,67.44
605099,124.3
605100,78.59
605108,33.67
605111,244.67
605116,82.33
605117,1175.24
605118,122.71
605122,20.17
605123,92.82
605128,76.93
605133,76.6
605136,33.44
605138,34.5
605151,25.9
605155,27.15
605158,42.24
605162,44.99
605166,26.63
605167,74.96
605168,99.74
605169,34.54
605177,24.6
605178,68.91
605179,130.65
605180,21.92
605183,62.73
605186,35.17
605188,67.89
605189,35.57
605196,185.59
605198,218.63
605208,47.02
605218,36.64
605222,83.41
605228,50.17
605255,89.43
605258,26.77
605259,30.49
605266,24.59
605268,42.03
605277,65.04
605286,45.18
605287,52.92
605288,65.95
605289,160.64
605296,172.5
605298,91.3
605299,53.08
605300,44.76
605303,37.78
605305,69.75
605318,94.89
605319,92.18
605333,79.03
605337,36.67
605338,45.88
605339,59.02
605358,333.82
605365,72.84
605366,64.07
605368,48.74
605369,36.51
605376,398.26
605377,45.54
605378,38.0
605388,37.59
605389,126.69
605398,33.75
605399,34.78
605488,87.3
605499,886.99
605500,29.67
605507,119.86
605555,60.61
605566,38.02
605567,19.06
605577,42.89
605580,50.26
605588,34.42
605589,338.21
605598,65.23
605599,127.94
688001,246.77
688002,752.79
688003,157.75
688004,17.43
688005,188.59
688006,133.83
688007,48.31
688008,2599.75
688009,528.43
688010,42.66
688011,78.61
688012,3515.28
688013,19.96
688015,30.23
688016,111.47
688017,535.32
688018,271.6
688019,555.36
688020,107.37
688021,15.97
688023,40.32
688025,382.57
688026,23.17
688027,393.96
688028,140.84
688029,146.71
688030,30.66
688031,121.44
688032,94.44
688035,97.72
688036,661.24
688037,741.98
688038,21.42
688039,35.22
688041,5706.02
688045,40.87
688046,133.31
688047,425.86
688048,516.2
688049,71.25
688050,77.63
688051,19.53
688052,414.39
688055,125.67
688056,28.55
688057,49.27
688058,18.32
688059,123.18
688060,21.39
688061,49.36
688062,131.74
688063,108.23
688065,311.31
688067,15.87
688068,90.9
688069,56.15
688070,30.71
688071,28.31
688072,1945.49
688073,55.84
688075,37.51
688077,32.4
688078,17.42
688079,64.94
688080,27.88
688081,29.57
688082,1429.26
688083,88.03
688084,32.36
688085,48.42
688087,74.15
688088,119.79
688090,113.12
688091,83.71
688092,18.99
688093,61.26
688095,56.81
688096,20.2
688097,213.1
688098,33.92
688099,379.72
688100,127.25
688101,50.37
688102,251.27
688103,71.33
688105,109.24
688106,148.99
688107,124.42
688108,70.22
688109,57.02
688110,508.78
688111,1119.66
688112,111.0
688113,23.18
688114,266.95
688115,60.16
688116,122.82
688117,52.73
688118,18.92
688119,44.1
688120,1292.91
688122,324.25
688123,215.82
688125,102.68
688126,810.06
688127,267.85
688128,88.5
688129,26.02
688130,28.69
688131,199.54
688132,20.49
688133,38.43
688135,62.43
688136,43.61
688137,51.26
688138,119.12
688139,100.14
688141,538.49
688143,209.28
688146,1318.76
688147,557.45
688148,32.55
688150,161.94
688151,55.22
688152,38.76
688153,116.18
688155,69.18
688156,19.72
688157,36.6
688158,137.98
688159,30.57
688160,89.66
688161,87.84
688162,33.64
688163,37.52
688165,83.28
688166,151.26
688167,383.91
688168,37.84
688169,333.78
688170,55.5
688171,32.41
688172,767.34
688173,60.05
688175,31.39
688176,67.98
688177,77.14
688178,23.83
688179,72.51
688180,344.56
688181,49.9
688182,113.32
688183,1098.92
688185,204.73
688186,39.52
688187,634.21
688188,401.54
688190,87.97
688191,66.75
688192,272.91
688193,19.2
688195,329.64
688196,43.24
688197,51.96
688198,101.95
688199,38.78
688200,781.17
688202,131.33
688203,26.83
688205,280.58
688206,224.4
688207,44.83
688208,174.52
688209,128.14
688210,50.75
688211,42.51
688212,38.03
688213,394.14
688215,40.65
688216,34.77
688217,13.83
688218,48.92
688219,58.37
688220,411.86
688221,70.57
688222,131.66
688223,431.32
688225,50.72
688226,58.86
688227,80.79
688228,52.63
688229,28.86
688230,67.15
688231,101.08
688232,58.54
688233,177.12
688234,513.02
688235,4190.39
688236,55.08
688237,49.92
688238,44.52
688239,92.78
688244,22.78
688246,23.9
688247,43.02
688248,229.21
688249,873.75
688251,20.2
688252,82.54
688253,76.23
688255,28.66
688256,6581.77
688257,200.9
688258,115.38
688259,33.96
688260,125.4
688261,88.77
688262,94.38
688265,31.34
688266,318.05
688267,43.94
688268,184.12
688269,38.3
688271,869.98
688272,21.87
688273,29.79
688275,107.82
688276,69.37
688277,71.97
688278,238.38
688279,218.34
688280,31.1
688281,190.68
688282,48.8
688283,34.96
688285,28.6
688286,37.39
688288,18.67
688289,90.04
688290,66.71
688291,41.41
688292,28.42
688293,78.35
688295,350.82
688296,25.08
688297,264.6
688298,39.8
688299,37.22
688300,458.55
688301,296.52
688302,33.49
688303,372.11
688305,75.97
688306,106.74
688307,60.22
688308,158.94
688309,58.3
688310,25.13
688311,40.2
688312,69.26
688313,701.03
688314,26.06
688315,64.64
688316,22.53
688317,32.65
688318,310.23
688319,117.61
688320,50.51
688321,114.41
688322,393.27
688323,53.51
688325,101.36
688326,75.2
688327,107.12
688328,77.83
688329,17.01
688330,48.89
688331,675.85
688332,169.69
688333,281.73
688334,58.16
688335,29.37
688336,381.52
688337,93.24
688338,31.69
688339,41.08
688343,201.02
688345,53.1
688347,4309.74
688348,50.68
688349,219.56
688350,40.5
688351,85.6
688352,215.07
688353,146.02
688355,22.01
688356,65.99
688357,26.59
688358,31.75
688359,95.24
688360,39.88
688361,1276.75
688362,284.04
688363,174.13
688365,63.47
688366,69.38
688367,25.94
688368,288.39
688369,22.97
688370,32.23
688371,102.15
688372,207.92
688373,38.0
688375,458.22
688376,92.4
688377,44.07
688378,111.94
688379,53.82
688380,163.71
688381,87.07
688382,116.44
688383,130.11
688385,441.6
688386,53.19
688387,446.49
688388,189.0
688389,47.09
688390,163.35
688391,30.32
688392,216.77
688393,18.7
688395,20.06
688396,809.54
688398,33.98
688399,35.22
688400,228.84
688401,139.82
688403,242.91
688408,58.05
688409,632.48
688410,49.53
688411,346.76
688416,81.29
688418,61.33
688419,59.91
688420,19.89
688425,217.07
688426,23.36
688428,513.75
688429,40.32
688432,565.39
688433,403.94
688435,24.71
688439,77.3
688443,88.81
688448,62.25
688449,298.26
688450,21.71
688455,27.24
688456,85.06
688458,38.22
688459,38.59
688466,17.35
688468,25.59
688469,719.23
688472,354.48
688475,226.41
688478,66.0
688479,62.79
688480,70.45
688484,156.59
688485,124.74
688486,77.79
688488,67.83
688489,42.46
688498,1915.25
688499,58.99
688500,26.29
688501,24.14
688502,232.86
688503,188.42
688505,84.9
688506,1118.19
688507,134.99
688508,114.38
688509,33.03
688510,63.55
688511,29.96
688512,66.77
688513,76.93
688515,121.18
688516,144.16
688517,21.42
688518,72.26
688519,687.43
688520,171.34
688521,982.94
688522,78.87
688523,165.6
688525,1088.99
688526,58.83
688528,16.87
688529,25.85
688530,97.92
688531,223.88
688533,34.61
688535,146.71
688536,426.38
688538,316.24
688539,45.09
688543,98.29
688545,277.7
688548,452.95
688549,362.52
688550,69.69
688551,46.26
688552,97.16
688553,73.29
688556,65.63
688557,30.54
688558,41.96
688559,143.48
688560,25.1
688561,185.1
688562,56.72
688563,224.23
688565,16.8
688566,51.2
688567,122.7
688568,257.62
688569,39.16
688570,66.51
688571,36.78
688573,15.79
688575,59.37
688576,28.3
688577,66.77
688578,511.65
688579,31.68
688580,44.13
688581,42.48
688582,169.41
688583,110.64
688584,193.06
688585,637.11
688586,91.08
688588,38.1
688589,28.15
688590,37.86
688591,70.42
688592,28.33
688593,139.7
688595,41.51
688596,214.11
688597,21.88
688598,73.9
688599,295.63
688600,38.8
688601,73.13
688602,35.11
688603,141.19
688605,144.74
688606,36.08
688607,36.4
688608,245.2
688609,48.75
688610,112.69
688611,93.64
688612,142.52
688613,21.46
688615,188.16
688616,19.82
688617,351.2
688618,33.01
688619,26.2
688620,61.39
688621,70.67
688623,49.32
688625,144.37
688626,68.26
688627,463.06
688628,87.03
688629,612.85
688630,613.56
688631,65.22
688633,42.36
688635,275.28
688636,35.22
688638,18.87
688639,42.42
688646,67.86
688648,44.83
688651,23.77
688652,251.18
688653,59.85
688655,56.76
688656,59.51
688657,30.73
688658,64.22
688659,16.77
688660,102.4
688661,161.91
688662,103.43
688663,106.81
688665,45.35
688667,46.53
688668,360.22
688669,90.76
688670,20.06
688671,19.45
688676,303.96
688677,108.63
688678,79.9
688679,50.95
688680,34.54
688681,17.71
688682,31.49
688683,48.09
688685,57.71
688686,166.24
688687,31.23
688689,57.82
688690,156.36
688691,77.41
688692,244.07
688693,54.53
688695,16.49
688696,48.53
688697,95.46
688698,92.4
688699,67.41
688700,176.62
688701,12.46
688702,1496.91
688707,54.28
688708,163.15
688709,164.31
688710,122.61
688711,56.33
688712,137.44
688716,34.85
688717,78.9
688718,24.99
688719,58.27
688720,77.67
688721,54.8
688722,31.11
688726,186.29
688727,219.76
688728,388.27
688729,708.74
688733,61.07
688737,21.41
688739,87.79
688750,65.86
688755,31.3
688757,124.58
688758,112.78
688759,110.98
688765,137.64
688766,596.57
688767,55.25
688768,36.13
688772,177.91
688775,478.39
688776,52.11
688777,729.0
688778,239.98
688779,155.69
688781,386.4
688783,1238.39
688785,178.06
688786,47.68
688787,56.72
688788,65.34
688789,83.42
688790,112.29
688793,16.62
688795,2509.39
688796,522.47
688797,473.01
688798,145.73
688799,59.28
688800,186.82
688802,2700.27
688805,69.64
688806,111.22
688807,264.45
688808,2339.79
688809,588.38
688811,108.61
688813,183.2
688816,48.68
688818,781.96
688819,212.79
688820,2375.97
688825,39780.08
688826,360.36
688828,420.13
688835,268.88
688836,2366.12
688981,10776.66
689009,311.85
